institution_name,grad_rate,basic,student_count,spending_per_award,full_time_pct,full_time_count,med_sat_value,aid_value,endow_value,grad_on_time_pct,pell_value,fresh_retain_value,full_time_fac_pct,flagship_binary,EndowXSpend,PellXSat,RetainXSat,AidXSat,AidXEndow
Winthrop University,0.201,Masters Colleges and Universities--larger programs,5048,63591,0.878,4806,1030,9043,6506,0.34,0.404,0.718,0.55,0,413723046,416.12,739.54,9314290,58833758
Black Hills State University,0.172,Masters Colleges and Universities--smaller programs,4002,50397,0.621,2974,993,4271,2898,0.1,0.348,0.593,0.506,0,146050506,345.564,588.849,4241103,12377358
Dakota State University,0.165,Masters Colleges and Universities--smaller programs,2876,66121,0.414,1765,1010,3842,4392,0.19,0.236,0.693,0.792,0,290403432,238.36,699.93,3880420,16874064
Northern State University,0.153,Baccalaureate Colleges--Diverse Fields,2826,84647,0.542,2004,NA,4647,14960,0.23,0.225,0.711,0.601,0,1266319120,NA,NA,NA,69519120
Oglala Lakota College,0.166,Tribal Colleges,1517,120231,0.583,1005,NA,6698,37398,0.05,0.512,0.426,1,0,4496398938,NA,NA,NA,250491804
South Dakota School of Mines and Technology,0.139,Schools of engineering,2328,102861,0.838,1892,1183,4795,22979,0.16,0.252,0.789,0.905,0,2363642919,298.116,933.387,5672485,110184305
South Dakota State University,0.191,Research Universities--high research activity,10969,55192,0.788,9649,1050,4255,9087,0.26,0.272,0.759,0.831,0,501529704,285.6,796.95,4467750,38665185
Austin Peay State University,0.197,Masters Colleges and Universities--larger programs,9550,49698,0.719,8013,1009,6783,2599,0.15,0.538,0.662,0.574,0,129165102,542.842,667.958,6844047,17629017
East Tennessee State University,0.195,Doctoral/Research Universities,11820,77748,0.823,10945,1026,6947,7875,0.17,0.437,0.662,0.735,0,612265500,448.362,679.212,7127622,54707625
University of Memphis,0.188,Research Universities--high research activity,17223,66593,0.715,14524,1031,6618,12196,0.13,0.471,0.758,0.622,0,812168228,485.601,781.498,6823158,80713128
Middle Tennessee State University,0.195,Doctoral/Research Universities,21162,48916,0.821,19577,1011,6754,3501,0.16,0.449,0.684,0.725,0,171254916,453.939,691.524,6828294,23645754
University of Tennessee at Chattanooga,0.167,Masters Colleges and Universities--larger programs,10297,58852,0.88,9199,1069,6880,9533,0.15,0.353,0.691,0.614,0,561036116,377.357,738.679,7354720,65587040
University of Tennessee at Martin,0.166,Masters Colleges and Universities--medium programs,7025,61339,0.844,6728,1050,7521,4610,0.21,0.471,0.699,0.755,0,282772790,494.55,733.95,7897050,34671810
Tennessee State University,0.179,Doctoral/Research Universities,6816,80377,0.796,5869,NA,7041,5489,0.07,0.666,0.598,0.747,0,441189353,NA,NA,NA,38648049
Tennessee Technological University,0.195,Masters Colleges and Universities--larger programs,10052,51301,0.909,9021,1071,7824,6754,0.22,0.369,0.746,0.613,0,346486954,395.199,798.966,8379504,52843296
Angelo State University,0.198,Masters Colleges and Universities--medium programs,5473,51851,0.858,5278,965,6209,21480,0.14,0.426,0.546,0.785,0,1113759480,411.09,526.89,5991685,133369320
Brazosport College,0.167,Associates--Public 4-year Primarily Associates,4127,51065,0.234,2573,NA,3267,1847,NA,0.177,1,0.353,0,94317055,NA,NA,NA,6034149
Texas A&M University at Corpus Christi,0.185,Doctoral/Research Universities,9152,54712,0.791,7926,960,5072,1241,0.24,0.418,0.573,0.691,0,67897592,401.28,550.08,4869120,6294352
Texas A & M University-Texarkana,0.329,Masters Colleges and Universities--larger programs,1401,44983,0.66,1034,993,6626,3247,NA,0.462,0.403,0.267,0,146059801,458.766,400.179,6579618,21514622
Texas A&M University at Commerce,0.26,Doctoral/Research Universities,6969,31922,0.743,5700,987,6488,1859,0.24,0.495,0.669,0.581,0,59342998,488.565,660.303,6403656,12061192
University of Houston-Downtown,0.25,Baccalaureate Colleges--Diverse Fields,13486,36620,0.511,9983,894,4646,3647,0.02,0.474,0.631,0.524,0,133553140,423.756,564.114,4153524,16943962
University of Houston-Victoria,0.323,Masters Colleges and Universities--larger programs,2889,36332,0.507,2076,903,4725,5131,NA,0.437,0.478,0.591,0,186419492,394.611,431.634,4266675,24243975
University of Houston main campus,0.205,Research Universities--very high research activity,31706,62354,0.72,26905,1136,6759,18003,0.16,0.388,0.846,0.881,0,1122559062,440.768,961.056,7678224,121682277
Lamar University,0.166,Doctoral/Research Universities,9382,36976,0.704,8930,974,5173,2011,0.13,0.456,0.535,0.785,0,74358736,444.144,521.09,5038502,10402903
Texas A&M International University,0.166,Masters Colleges and Universities--larger programs,6585,67946,0.611,4740,892,6578,6117,0.21,0.573,0.737,0.681,0,415625682,511.116,657.404,5867576,40237626
Midland College,0.146,Associates--Public 4-year Primarily Associates,5233,61003,0.294,3650,NA,2813,8039,NA,0.201,NA,0.484,0,490403117,NA,NA,NA,22613707
Midwestern State University,0.234,Masters Colleges and Universities--medium programs,5193,53469,0.744,4507,993,4996,3790,0.16,0.374,0.673,0.751,0,202647510,371.382,668.289,4961028,18934840
University of North Texas,0.244,Research Universities--high research activity,31243,47406,0.772,26524,1100,6835,3907,0.24,0.364,0.75,0.778,0,185215242,400.4,825,7518500,26704345
University of Texas-Pan American,0.18,Masters Colleges and Universities--larger programs,17230,47790,0.761,14694,937,6920,NA,0.15,0.636,0.763,0.854,0,NA,595.932,714.931,6484040,NA
University of Texas at Brownsville,0.221,Masters Colleges and Universities--medium programs,11220,50930,0.518,8538,NA,4851,1755,0.08,0.575,0.457,0.675,0,89382150,NA,NA,NA,8513505
Prairie View A&M University,0.153,Masters Colleges and Universities--larger programs,6731,72886,0.926,6386,845,7846,8014,0.11,0.654,0.679,0.861,0,584108404,552.63,573.755,6629870,62877844
Sam Houston State University,0.222,Doctoral/Research Universities,16255,41908,0.822,14184,999,5835,4573,0.27,0.434,0.775,0.712,0,191645284,433.566,774.225,5829165,26683455
Stephen F. Austin State University,0.193,Masters Colleges and Universities--larger programs,11006,53302,0.848,10328,998,6347,5137,0.23,0.448,0.673,0.791,0,273812374,447.104,671.654,6334306,32604539
Texas State University at San Marcos,0.217,Masters Colleges and Universities--larger programs,31005,42278,0.828,25911,1045,5963,4699,0.3,0.345,0.771,0.732,0,198664322,360.525,805.695,6231335,28020137
Sul Ross State University,0.219,Masters Colleges and Universities--larger programs,2003,56157,0.606,1581,865,4806,7398,0.14,0.606,0.478,0.682,0,415449486,524.19,413.47,4157190,35554788
Tarleton State University,0.243,Masters Colleges and Universities--larger programs,11348,36585,0.691,7988,984,5525,3803,0.21,0.411,0.683,0.523,0,139132755,404.424,672.072,5436600,21011575
Texas A&M University at Kingsville,0.216,Doctoral/Research Universities,9430,44842,0.68,7471,895,6888,2018,0.17,0.543,0.637,0.643,0,90491156,485.985,570.115,6164760,13899984
Texas A&M University at College Station,0.242,Research Universities--very high research activity,44072,76132,0.899,38712,1182,8440,171461,0.49,0.216,0.914,0.89,0,13053668852,255.312,1080.348,9976080,1447130840
University of Texas at Arlington,0.261,Research Universities--high research activity,25690,34531,0.62,22019,1077,6301,3706,0.16,0.404,0.708,0.668,0,127971886,435.108,762.516,6786177,23351506
University of Texas at Dallas,0.246,Research Universities--high research activity,13049,51464,0.815,10813,1262,9577,17865,0.45,0.354,0.881,0.747,0,919404360,446.748,1111.822,12086174,171093105
University of Texas at El Paso,0.2,Research Universities--high research activity,19696,44732,0.659,15631,923,6855,10862,0.12,0.58,0.699,0.699,0,485878984,535.34,645.177,6327165,74459010
University of Texas at Tyler,0.271,Masters Colleges and Universities--larger programs,5591,48698,0.732,4516,1064,6111,12416,0.27,0.388,0.664,0.762,0,604634368,412.832,706.496,6502104,75874176
University of Texas of the Permian Basin,0.212,Masters Colleges and Universities--medium programs,4246,61549,0.453,2625,1008,3583,12071,0.12,0.212,0.664,0.596,0,742957979,213.696,669.312,3611664,43250393
University of Texas at San Antonio,0.188,Research Universities--high research activity,24342,53000,0.823,22635,1050,6632,3953,0.09,0.438,0.644,0.713,0,209509000,459.9,676.2,6963600,26216296
Texas Southern University,0.126,Doctoral/Research Universities,6288,104937,0.846,5956,832,6607,4455,0.06,0.672,0.552,0.753,0,467494335,559.104,459.264,5497024,29434185
Texas Tech University,0.202,Research Universities--high research activity,27044,53332,0.9,24958,1116,6236,18131,0.32,0.289,0.823,0.865,0,966962492,322.524,918.468,6959376,113064916
Texas Woman's University,0.255,Doctoral/Research Universities,9515,35185,0.706,7806,953,5809,3383,0.22,0.492,0.728,0.522,0,119030855,468.876,693.784,5535977,19651847
West Texas A&M University,0.225,Masters Colleges and Universities--larger programs,6906,43276,0.8,5837,994,5330,3232,0.24,0.386,0.656,0.743,0,139868032,383.684,652.064,5298020,17226560
Dixie State College of Utah,0.253,Baccalaureate/Associates Colleges,8350,27553,0.619,6485,NA,4341,1608,0.08,0.48,0.598,0.386,0,44305224,NA,NA,NA,6980328
Snow College,0.24,Associates--Public Rural-serving Medium,4605,39372,0.611,3393,NA,5046,1667,NA,0.307,0.439,0.544,0,65633124,NA,NA,NA,8411682
Southern Utah University,0.211,Masters Colleges and Universities--larger programs,7017,48765,0.749,6009,1066,7961,3223,0.21,0.384,0.647,0.748,0,157169595,409.344,689.702,8486426,25658303
Utah State University,0.223,Research Universities--high research activity,24385,51787,0.626,19217,1087,6139,11426,0.25,0.36,0.658,0.963,0,591718262,391.32,715.246,6673093,70144214
Utah Valley University,0.183,Baccalaureate Colleges--Diverse Fields,30370,44019,0.519,24295,NA,4657,689,0.07,0.413,0.607,0.353,0,30329091,NA,NA,NA,3208673
Weber State University,0.244,Masters Colleges and Universities--medium programs,24498,32764,0.444,17119,NA,4150,5890,0.14,0.304,0.676,0.515,0,192979960,NA,NA,NA,24443500
Castleton State College,0.211,Baccalaureate Colleges--Arts & Sciences,2068,87223,0.897,1938,954,5868,NA,0.34,0.348,0.745,0.375,0,NA,331.992,710.73,5598072,NA
Johnson State College,0.269,Masters Colleges and Universities--smaller programs,1486,66868,0.643,1215,948,5565,NA,0.16,0.496,0.619,0.226,0,NA,470.208,586.812,5275620,NA
Lyndon State College,0.187,Baccalaureate Colleges--Diverse Fields,1415,99702,0.888,1293,930,5497,NA,0.17,0.441,0.644,0.388,0,NA,410.13,598.92,5112210,NA
Vermont Technical College,0.432,Baccalaureate/Associates Colleges,1543,59065,0.68,1412,933,6011,NA,0.28,0.385,0.699,0.45,0,NA,359.205,652.167,5608263,NA
College of William and Mary,0.251,Research Universities--high research activity,6271,80906,0.988,6098,1358,13615,84573,0.83,0.117,0.956,0.788,0,6842463138,158.886,1298.248,18489170,1151461395
Christopher Newport University,0.217,Masters Colleges and Universities--smaller programs,5094,62678,0.974,4925,1161,4673,3813,0.49,0.166,0.839,0.644,0,238991214,192.726,974.079,5425353,17818149
George Mason University,0.241,Research Universities--high research activity,21990,54211,0.785,19480,1155,6609,2229,0.43,0.268,0.873,0.56,0,120836319,309.54,1008.315,7633395,14731461
James Madison University,0.223,Masters Colleges and Universities--larger programs,18431,53415,0.951,18261,1149,6704,3391,0.65,0.134,0.924,0.691,0,181130265,153.966,1061.676,7702896,22733264
Longwood University,0.2,Masters Colleges and Universities--medium programs,4497,59449,0.917,4254,1002,7519,12640,0.41,0.234,0.816,0.825,0,751435360,234.468,817.632,7534038,95040160
University of Mary Washington,0.241,Masters Colleges and Universities--larger programs,4383,46652,0.877,4184,1110,5588,9026,0.65,0.154,0.8,0.635,0,421080952,170.94,888,6202680,50437288
Norfolk State University,0.164,Masters Colleges and Universities--larger programs,6021,69709,0.827,5541,879,7489,1401,0.21,0.617,0.72,0.705,0,97662309,542.343,632.88,6582831,10492089
Old Dominion University,0.217,Research Universities--high research activity,19819,49148,0.762,16867,1016,6883,8279,0.23,0.339,0.796,0.592,0,406896292,344.424,808.736,6993128,56984357
Radford University,0.214,Masters Colleges and Universities--larger programs,8913,51817,0.959,8551,980,7542,4317,0.41,0.285,0.781,0.668,0,223693989,279.3,765.38,7391160,32558814
University of Virginia's College at Wise,0.154,Baccalaureate Colleges--Arts & Sciences,2291,85403,0.642,1848,949,11916,32350,0.24,0.38,0.711,0.571,0,2762787050,360.62,674.739,11308284,385482600
Virginia Tech,0.231,Research Universities--very high research activity,24034,63119,0.978,25061,1220,8540,20679,0.6,0.173,0.912,0.832,0,1305237801,211.06,1112.64,10418800,176598660
Virginia Commonwealth University,0.211,Research Universities--very high research activity,23356,74103,0.845,21713,1102,7328,19817,0.29,0.286,0.866,0.699,0,1468499151,315.172,954.332,8075456,145218976
Virginia Military Institute,0.179,Baccalaureate Colleges--Arts & Sciences,1675,135942,1,1907,1141,11189,177204,0.58,0.151,0.841,0.821,0,24089466168,172.291,959.581,12766649,1982735556
Virginia State University,0.158,Masters Colleges and Universities--smaller programs,5073,71443,0.95,5334,811,14963,6090,0.25,0.683,0.649,0.635,0,435087870,553.913,526.339,12134993,91124670
Bellevue College,0.195,Associates--Public 4-year Primarily Associates,13820,26904,0.485,10940,NA,4833,478,NA,0.154,NA,0.233,0,12860112,NA,NA,NA,2310174
Central Washington University,0.24,Masters Colleges and Universities--medium programs,10423,45996,0.863,10514,986,7806,1546,0.42,0.355,0.739,0.676,0,71109816,350.03,728.654,7696716,12068076
Centralia College,0.207,Associates--Public Rural-serving Medium,3453,31961,0.523,2354,NA,7050,3646,NA,0.309,NA,0.622,0,116529806,NA,NA,NA,25704300
Columbia Basin College,0.229,Associates--Public Rural-serving Large,6480,34209,0.57,5111,NA,5015,2797,NA,0.308,NA,0.836,0,95682573,NA,NA,NA,14026955
Eastern Washington University,0.211,Masters Colleges and Universities--larger programs,11678,45343,0.832,10531,970,8483,1985,0.18,0.387,0.748,0.634,0,90005855,375.39,725.56,8228510,16838755
Evergreen State College,0.274,Masters Colleges and Universities--smaller programs,4087,51319,0.921,4342,1081,14806,2222,0.42,0.443,0.741,0.716,0,114030818,478.883,801.021,16005286,32898932
Lake Washington Technical College,0.259,Associates--Public Suburban-serving Multicampus,3819,32834,0.502,2947,NA,5529,158,NA,0.255,NA,0.329,0,5187772,NA,NA,NA,873582
North Seattle Community College,0.186,Associates--Public Urban-serving Multicampus,6118,36312,0.366,4220,NA,5536,1270,NA,0.154,NA,0.268,0,46116240,NA,NA,NA,7030720
Olympic College,0.248,Associates--Public 4-year Primarily Associates,7329,16628,0.585,6158,NA,5672,1615,NA,0.318,NA,0.28,0,26854220,NA,NA,NA,9160280
Peninsula College,0.212,Associates--Public 4-year Primarily Associates,2405,11640,0.593,2012,NA,5546,642,NA,0.356,NA,0.265,0,7472880,NA,NA,NA,3560532
South Seattle Community College,0.164,Associates--Public 4-year Primarily Associates,4951,28803,0.402,3986,NA,5220,2579,NA,0.165,NA,0.322,0,74282937,NA,NA,NA,13462380
Seattle Central Community College,0.188,Associates--Public Urban-serving Multicampus,7110,44480,0.588,5825,NA,6319,1135,NA,0.261,NA,0.325,0,50484800,NA,NA,NA,7172065
Washington State University,0.25,Research Universities--very high research activity,23070,64554,0.88,21384,1030,9800,29245,0.4,0.332,0.798,0.771,0,1887881730,341.96,821.94,10094000,286601000
Western Washington University,0.237,Masters Colleges and Universities--larger programs,14026,47756,0.923,13352,1114,7836,3716,0.37,0.255,0.828,0.624,0,177461296,284.07,922.392,8729304,29118576
Bluefield State College,0.191,Baccalaureate Colleges--Diverse Fields,1747,52227,0.824,1721,905,6011,818,0.06,0.595,0.601,0.523,0,42721686,538.475,543.905,5439955,4916998
Concord University (W.Va.),0.16,Baccalaureate Colleges--Diverse Fields,2505,52641,0.908,2576,980,9923,7495,0.18,0.474,0.639,0.533,0,394544295,464.52,626.22,9724540,74372885
Fairmont State University,0.193,Masters Colleges and Universities--smaller programs,3966,53808,0.866,3536,965,6130,NA,0.14,0.48,0.612,0.567,0,NA,463.2,590.58,5915450,NA
Glenville State College,0.132,Baccalaureate Colleges--Diverse Fields,1850,79840,0.602,1397,879,6158,9614,0.13,0.405,0.633,0.622,0,767581760,355.995,556.407,5412882,59203012
Marshall University,0.174,Masters Colleges and Universities--larger programs,9756,61448,0.847,9089,1022,7530,8586,0.23,0.436,0.686,0.743,0,527592528,445.592,701.092,7695660,64652580
West Virginia University at Parkersburg,0.251,Baccalaureate/Associates Colleges,3461,26678,0.615,2619,NA,3660,2883,0.07,0.276,0.7,0.362,0,76912674,NA,NA,NA,10551780
Potomac State College of West Virginia University,0.134,Associates--Public 2-year colleges under 4-year universities,1660,0,0.777,1473,NA,5644,6333,NA,0.535,0.452,0.472,0,0,NA,NA,NA,35743452
Shepherd University,0.181,Masters Colleges and Universities--smaller programs,3990,51233,0.824,3615,1007,11550,6213,0.17,0.329,0.684,0.449,0,318310629,331.303,688.788,11630850,71760150
West Virginia State University,0.178,Baccalaureate Colleges--Arts & Sciences,2622,72032,0.72,2089,942,6123,1942,0.03,0.461,0.518,0.636,0,139886144,434.262,487.956,5767866,11890866
West Liberty University,0.178,Baccalaureate Colleges--Diverse Fields,2660,47454,0.827,2574,984,7020,3871,0.22,0.4,0.677,0.615,0,183694434,393.6,666.168,6907680,27174420
West Virginia University Institute of Technology,0.146,Baccalaureate Colleges--Diverse Fields,1222,0,0.791,942,990,6980,9902,0.04,0.39,0.532,0.734,0,0,386.1,526.68,6910200,69115960
Madison Area Technical College,0.188,Associates--Public Rural-serving Large,15340,45414,0.335,9570,NA,2734,NA,NA,0.314,NA,0.273,0,NA,NA,NA,NA,NA
University of Wisconsin at Whitewater,0.194,Masters Colleges and Universities--larger programs,10864,47340,0.91,10165,1030,4797,1554,0.27,0.296,0.769,0.781,0,73566360,304.88,792.07,4940910,7454538
University of Wisconsin at Eau Claire,0.212,Masters Colleges and Universities--medium programs,10404,54710,0.914,9841,1110,4913,4356,0.26,0.265,0.823,0.809,0,238316760,294.15,913.53,5453430,21401028
University of Wisconsin at Green Bay,0.23,Masters Colleges and Universities--smaller programs,6445,45862,0.672,5322,1070,5295,5300,0.2,0.329,0.719,0.676,0,243068600,352.03,769.33,5665650,28063500
University of Wisconsin at La Crosse,0.187,Masters Colleges and Universities--larger programs,9702,51096,0.947,9255,1130,4494,1919,0.35,0.226,0.866,0.854,0,98053224,255.38,978.58,5078220,8623986
University of Wisconsin at Oshkosh,0.194,Masters Colleges and Universities--larger programs,12622,53657,0.728,10065,1030,4938,1529,0.17,0.276,0.752,0.69,0,82041553,284.28,774.56,5086140,7550202
University of Wisconsin-Parkside,0.178,Baccalaureate Colleges--Arts & Sciences,4450,73070,0.749,3761,990,5942,1288,0.09,0.426,0.727,0.713,0,94114160,421.74,719.73,5882580,7653296
University of Wisconsin-Stout,0.21,Masters Colleges and Universities--larger programs,8208,54440,0.831,7469,1030,4672,5158,0.2,0.296,0.733,0.698,0,280801520,304.88,754.99,4812160,24098176
University of Wisconsin at Superior,0.205,Masters Colleges and Universities--smaller programs,2527,79836,0.799,2203,1010,5226,5303,0.13,0.418,0.657,0.788,0,423370308,422.18,663.57,5278260,27713478
University of Wisconsin at Milwaukee,0.183,Research Universities--high research activity,22648,63385,0.836,21069,1030,6034,3882,0.13,0.357,0.701,0.675,0,246060570,367.71,722.03,6215020,23423988
University of Wisconsin at Platteville,0.171,Masters Colleges and Universities--larger programs,7862,57519,0.895,7282,1050,4569,2379,0.18,0.306,0.753,0.8,0,136837701,321.3,790.65,4797450,10869651
University of Wisconsin at River Falls,0.213,Masters Colleges and Universities--medium programs,5782,50107,0.908,5598,1030,4492,3121,0.23,0.322,0.72,0.669,0,156383947,331.66,741.6,4626760,14019532
University of Wisconsin at Stevens Point,0.201,Masters Colleges and Universities--medium programs,9313,56025,0.929,8851,1070,4752,2121,0.22,0.337,0.789,0.8,0,118829025,360.59,844.23,5084640,10078992
Purdue University at West Lafayette,0.234,Research Universities--very high research activity,30446,92605,0.941,30776,1211,8993,55060,0.41,0.206,0.906,0.851,0,5098831300,249.466,1097.166,10890523,495154580
New College of Florida,0.193,Baccalaureate Colleges--Arts & Sciences,793,121756,1,946,1283,7622,40346,0.56,0.286,0.812,0.743,0,4912367576,366.938,1041.796,9779026,307517212
Pennsylvania College of Technology,0.284,Baccalaureate/Associates Colleges,5678,80605,0.841,5291,NA,5559,1670,0.27,0.402,0.703,0.614,0,134610350,NA,NA,NA,9283530
California State University at San Marcos,0.234,Masters Colleges and Universities--medium programs,10738,61411,0.824,7843,966,8393,2284,0.12,0.431,0.823,0.485,0,140262724,416.346,795.018,8107638,19169612
University of Washington-Bothell Campus,0.294,Masters Colleges and Universities--medium programs,4104,0,0.836,3545,1014,12589,12245,0.42,0.345,0.786,0.631,0,0,349.83,797.004,12765246,154152305
University of Washington-Tacoma Campus,0.341,Masters Colleges and Universities--medium programs,3626,0,0.859,3326,963,13013,12538,0.29,0.464,0.777,0.701,0,0,446.832,748.251,12531519,163156994
Northwest Indian College,0.141,Tribal Colleges,681,141135,0.755,548,NA,5653,NA,0,0.825,0.25,0.337,0,NA,NA,NA,NA,NA
South Texas College,0.147,Associates--Public 4-year Primarily Associates,31232,30014,0.331,19701,NA,3991,17,0,0.423,0.857,0.554,0,510238,NA,NA,NA,67847
California State University-Monterey Bay,0.186,Masters Colleges and Universities--smaller programs,5306,84364,0.934,4805,976,9082,3085,0.12,0.476,0.812,0.457,0,260262940,464.576,792.512,8864032,28017970
Florida Gulf Coast University,0.207,Masters Colleges and Universities--larger programs,12907,47479,0.786,10384,1024,4389,4807,0.22,0.347,0.766,0.654,0,228231553,355.328,784.384,4494336,21097923
Nevada State College,0.121,Baccalaureate Colleges--Diverse Fields,3377,73275,0.355,2346,NA,4458,243,0.03,0.33,0.675,0.278,0,17805825,NA,NA,NA,1083294
California State University-Channel Islands,0.286,Masters Colleges and Universities--smaller programs,4963,76167,0.863,4086,954,8718,1610,0.2,0.396,0.781,0.474,0,122628870,377.784,745.074,8316972,14035980
University of California-Merced,0.127,Not applicable- not in Carnegie universe,5837,156751,0.99,5651,1010,17135,1156,0.26,0.598,0.843,0.816,0,181204156,603.98,851.43,17306350,19808060
Georgia Gwinnett College,0.054,Baccalaureate Colleges--Diverse Fields,9719,139236,0.703,7993,NA,4003,NA,0.05,0.531,0.632,0.645,0,NA,NA,NA,NA,NA
University of South Florida at St. Petersburg,0.202,Masters Colleges and Universities--medium programs,4025,46186,0.66,4072,1070,5005,3609,0.22,0.393,0.599,0.483,0,166685274,420.51,640.93,5355350,18063045
University of South Florida-Sarasota-Manatee,0.345,Masters Colleges and Universities--medium programs,1728,34419,0.484,1481,1079,4589,4422,NA,0.407,NA,0.486,0,152200818,439.153,NA,4951531,20292558
